,X,y
106,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2c53de498b75407a8d2537671a272b34_0.png,default.mask.png
107,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/e8540972740aa21638731940c3bebe42_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/e8540972740aa21638731940c3bebe42_5.mask.png
108,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d27e776a3f9b648e478a77229de52b54_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d27e776a3f9b648e478a77229de52b54_5.mask.png
109,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3c98ecaf63ca996a99ce5c4c64d13f4c_1.png,default.mask.png
110,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4ec6153a427afe7f10ab12f00a50817a_3.png,default.mask.png
111,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0a5dd139b2ee2b9f93faeb2bb24ca7f4_0.png,default.mask.png
112,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a9667850a5652972443b765ae3ccf3ff_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a9667850a5652972443b765ae3ccf3ff_6.mask.png
113,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ca8f5bc4dfc11f10d823230e1c800caf_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ca8f5bc4dfc11f10d823230e1c800caf_0.mask.png
114,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4f70340d893fc1e430ea13c452516689_1.png,default.mask.png
115,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/010543abfbd0db1e9aa1b24604336e0c_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/010543abfbd0db1e9aa1b24604336e0c_0.mask.png
116,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3a13e041e01f6567262b899b5f2c5b9c_1.png,default.mask.png
117,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/8723711d02af203b62eff3eb6c585f89_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/8723711d02af203b62eff3eb6c585f89_3.mask.png
118,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0ca4a6bf121ee206bf445358a7797ae5_3.png,default.mask.png
119,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1f4a153b261229b3789db9c993afaf93_0.png,default.mask.png
120,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/31682dc53f670f43d4308f7e99a1d3f8_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/31682dc53f670f43d4308f7e99a1d3f8_7.mask.png
121,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a464044a6cdff5cff44d099a99138ae2_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a464044a6cdff5cff44d099a99138ae2_5.mask.png
122,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/207763f02c2c5881c898386782da1728_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/207763f02c2c5881c898386782da1728_6.mask.png
123,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/31399795f92fd15acc98739eca7047bf_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/31399795f92fd15acc98739eca7047bf_0.mask.png
124,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b0e304ca50739b4bb48620960a4006b9_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b0e304ca50739b4bb48620960a4006b9_0.mask.png
125,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/689303d2322edb19c223bc2fbe409e08_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/689303d2322edb19c223bc2fbe409e08_7.mask.png
126,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b62f85cc6ec8d3ee50311876561418fb_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b62f85cc6ec8d3ee50311876561418fb_6.mask.png
127,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3dfd63f3e4d34de1091bebba86e46ad2_3.png,default.mask.png
128,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0f510d92d43b1b2f9e9ed73957cf87e8_0.png,default.mask.png
129,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/deb7cc4263e3dc9a640c57c7b2f714fd_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/deb7cc4263e3dc9a640c57c7b2f714fd_5.mask.png
130,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/49885ceb0d7868353754bcdc653fd85a_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/49885ceb0d7868353754bcdc653fd85a_6.mask.png
131,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0ae09b5626dc5b360510e9efc9937fc0_3.png,default.mask.png
132,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/997003561434af248f5b8cc8fb697c70_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/997003561434af248f5b8cc8fb697c70_6.mask.png
133,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b12b7e18c131d3414662d00022cc5d0f_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b12b7e18c131d3414662d00022cc5d0f_7.mask.png
134,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/aa62ae56c20735351461f141d4ede330_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/aa62ae56c20735351461f141d4ede330_0.mask.png
135,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0c43945b3bd42eb2f0e68a7f7ed43db0_0.png,default.mask.png
136,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6691d2689957ed83dcdfe315f29e2e9_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6691d2689957ed83dcdfe315f29e2e9_3.mask.png
137,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/be07c00a9019c724132920b410951478_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/be07c00a9019c724132920b410951478_2.mask.png
138,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ac1a667900157fae86ec5fdabe5eb4b0_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ac1a667900157fae86ec5fdabe5eb4b0_6.mask.png
139,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0c02991d988c7aac77614a8eb0b5e8fb_0.png,default.mask.png
140,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6f1c10e0059e0ac468537ceac0f22e1_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6f1c10e0059e0ac468537ceac0f22e1_7.mask.png
141,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6de456d091cb45b7ed5ba52b3dbba573_3.png,default.mask.png
142,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5dea5d688f0ef0b8192fcaf27dc7e562_3.png,default.mask.png
143,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6a5a499626b3e261fa2cb6cf15dcf59d_0.png,default.mask.png
144,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6d969d0fe88819a9d0efd692454c5f7f_1.png,default.mask.png
145,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6bd4cd258cf603a3563805dc08a61717_0.png,default.mask.png
146,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3dbd82aef9a06d61fd9ff075af961605_1.png,default.mask.png
147,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2c5aa72e1277f712013e1ea0ad075632_1.png,default.mask.png
148,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b81643f10ef2075412532d13eb274b1e_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b81643f10ef2075412532d13eb274b1e_6.mask.png
149,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ac5c61568bbb4f1a965803c6e85481ed_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ac5c61568bbb4f1a965803c6e85481ed_7.mask.png
150,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bed7b44e6d413d740c97696f475ab858_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bed7b44e6d413d740c97696f475ab858_0.mask.png
151,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b192b6242d69e023a4c2f26b42feadab_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b192b6242d69e023a4c2f26b42feadab_6.mask.png
152,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5cb3924e63d1cb0dcf0191f48e378ebe_3.png,default.mask.png
153,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1c853fc69f2b4c662af17fd02be45828_1.png,default.mask.png
154,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5c5cca73226200f62643ccfa53282d90_0.png,default.mask.png
155,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2eb515a0b14569b9c98f3cb7e0a62686_1.png,default.mask.png
156,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ab34ca35df5a7be8cbd2fc8df3a2fb7e_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ab34ca35df5a7be8cbd2fc8df3a2fb7e_0.mask.png
157,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0eb173b4c0c9b6e8db3de6bcfafbc421_3.png,default.mask.png
158,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bed7b44e6d413d740c97696f475ab858_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bed7b44e6d413d740c97696f475ab858_3.mask.png
159,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c834e3170c81cebd468accb10ef07c1f_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c834e3170c81cebd468accb10ef07c1f_0.mask.png
160,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b0175f62b84472eab8d177aa3d0364f9_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b0175f62b84472eab8d177aa3d0364f9_6.mask.png
161,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/229f447c1a26a74005b3f058201bde3f_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/229f447c1a26a74005b3f058201bde3f_1.mask.png
162,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a20985daaeef78ec36b75a820360ee7e_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a20985daaeef78ec36b75a820360ee7e_5.mask.png
163,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b1bc3b7d2942eda3e73788c489e95d13_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b1bc3b7d2942eda3e73788c489e95d13_2.mask.png
164,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5f658c45fcaeae04ef3d3ba10bfa9103_3.png,default.mask.png
165,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/aa62ae56c20735351461f141d4ede330_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/aa62ae56c20735351461f141d4ede330_6.mask.png
166,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/e3f297c613666f68896094cb58838ae6_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/e3f297c613666f68896094cb58838ae6_6.mask.png
167,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b73fef9b8686be108f9deec80e8ed880_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b73fef9b8686be108f9deec80e8ed880_6.mask.png
168,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6e05833bce893af997d49b6fbc8b6215_0.png,default.mask.png
169,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cdce0701fa96db632af5facf074fe654_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cdce0701fa96db632af5facf074fe654_1.mask.png
170,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d78caa6909f1270cd3e8e216c24f6909_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d78caa6909f1270cd3e8e216c24f6909_7.mask.png
171,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/06cda3523355a9df5654add640d1b0d2_0.png,default.mask.png
172,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c36f07e5793cef38dd7ab17764fce3e4_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c36f07e5793cef38dd7ab17764fce3e4_5.mask.png
173,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5b859221d2db5458a934dd435e09981c_3.png,default.mask.png
174,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2ef69e6dd2e1a2ac079ef931426e3bbb_1.png,default.mask.png
